,,DY,RI,PI,MV
MSMORC$,2018-08-31,4.339,695.354,294.384,9198.0
MSMORC$,2018-09-03,4.339,690.323,292.254,9132.0
MSMORC$,2018-09-04,4.339,688.288,291.392,9105.0
MSMORC$,2018-09-05,4.339,684.463,289.773,9054.0
MSMORC$,2018-09-06,4.339,679.593,287.711,8990.0
MSMORC$,2018-09-07,4.339,668.992,283.223,8850.0
MSMORC$,2018-09-10,4.339,670.717,283.953,8872.0
MSMORC$,2018-09-11,4.339,670.003,283.651,8863.0
MSMORC$,2018-09-12,4.339,669.728,283.534,8859.0
MSMORC$,2018-09-13,4.339,673.507,285.134,8909.0
MSMORC$,2018-09-14,4.339,671.007,284.076,8876.0
MSMORC$,2018-09-17,4.339,669.89,283.603,8862.0
MSMORC$,2018-09-18,4.339,674.504,285.556,8923.0
MSMORC$,2018-09-19,4.339,672.544,284.727,8897.0
MSMORC$,2018-09-20,4.339,678.78,287.367,8979.0
MSMORC$,2018-09-21,4.339,680.862,288.248,9007.0
MSMORC$,2018-09-24,4.339,677.71,286.914,8965.0
MSMORC$,2018-09-25,4.339,683.164,289.223,9037.0
MSMORC$,2018-09-26,4.339,689.951,292.096,9127.0
MSMORC$,2018-09-27,4.339,691.383,292.703,9146.0
MSMORC$,2018-09-28,4.397,686.025,290.434,9075.0
MSMORC$,2018-10-01,4.397,680.334,288.025,9000.0
MSMORC$,2018-10-02,4.397,680.276,288.0,8999.0
MSMORC$,2018-10-03,4.397,679.553,287.694,8989.0
MSMORC$,2018-10-04,4.397,680.883,288.257,9007.0
MSMORC$,2018-10-05,4.397,672.707,284.796,8899.0
MSMORC$,2018-10-08,4.397,668.403,282.974,8842.0
MSMORC$,2018-10-09,4.397,671.64,284.344,8885.0
MSMORC$,2018-10-10,4.397,669.99,283.645,8863.0
MSMORC$,2018-10-11,4.397,669.08,283.26,8851.0
MSMORC$,2018-10-12,4.397,669.643,283.498,8858.0
MSMORC$,2018-10-15,4.397,670.103,283.693,8864.0
MSMORC$,2018-10-16,4.397,671.106,284.118,8878.0
MSMORC$,2018-10-17,4.397,670.4,283.819,8868.0
MSMORC$,2018-10-18,4.397,671.265,284.185,8880.0
MSMORC$,2018-10-19,4.397,669.392,283.392,8855.0
MSMORC$,2018-10-22,4.397,673.058,284.944,8903.0
MSMORC$,2018-10-23,4.397,672.5,284.708,8896.0
MSMORC$,2018-10-24,4.397,667.231,282.477,8826.0
MSMORC$,2018-10-25,4.397,663.646,280.96,8779.0
MSMORC$,2018-10-26,4.397,660.296,279.541,8735.0
MSMORC$,2018-10-29,4.397,657.276,278.263,8695.0
MSMORC$,2018-10-30,4.397,649.813,275.103,8596.0
MSMORC$,2018-10-31,4.581,649.3,274.886,8589.0
MSMORC$,2018-11-01,4.581,651.68,275.894,8621.0
MSMORC$,2018-11-02,4.581,651.227,275.702,8615.0
MSMORC$,2018-11-05,4.581,653.374,276.611,8643.0
MSMORC$,2018-11-06,4.581,653.921,276.843,8650.0
MSMORC$,2018-11-07,4.581,656.787,278.056,8688.0
MSMORC$,2018-11-08,4.581,663.148,280.749,8772.0
MSMORC$,2018-11-09,4.581,665.367,281.688,8802.0
MSMORC$,2018-11-12,4.581,654.112,276.923,8653.0
MSMORC$,2018-11-13,4.581,660.52,279.636,8738.0
MSMORC$,2018-11-14,4.581,666.48,282.159,8816.0
MSMORC$,2018-11-15,4.581,670.883,284.024,8875.0
MSMORC$,2018-11-16,4.581,673.586,285.168,8910.0
MSMORC$,2018-11-19,4.581,681.021,288.316,9009.0
MSMORC$,2018-11-20,4.581,679.347,287.607,8987.0
MSMORC$,2018-11-21,4.581,678.509,287.252,8976.0
MSMORC$,2018-11-22,4.581,675.607,286.023,8937.0
MSMORC$,2018-11-23,4.581,671.201,284.158,8879.0
MSMORC$,2018-11-26,4.581,673.532,285.145,8910.0
MSMORC$,2018-11-27,4.581,672.794,284.833,8900.0
MSMORC$,2018-11-28,4.581,674.684,285.633,8925.0
MSMORC$,2018-11-29,4.581,675.867,286.134,8941.0
MSMORC$,2018-11-30,4.422,675.203,285.852,8932.0
MSMORC$,2018-12-03,4.422,677.383,286.775,8961.0
MSMORC$,2018-12-04,4.422,683.282,289.273,9039.0
MSMORC$,2018-12-05,4.422,685.368,290.156,9066.0
MSMORC$,2018-12-06,4.422,682.412,288.905,9027.0
MSMORC$,2018-12-07,4.422,679.323,287.597,8986.0
MSMORC$,2018-12-10,4.422,680.13,287.938,8997.0
MSMORC$,2018-12-11,4.422,681.389,288.471,9014.0
MSMORC$,2018-12-12,4.422,677.45,286.804,8962.0
MSMORC$,2018-12-13,4.422,675.874,286.136,8941.0
MSMORC$,2018-12-14,4.422,666.217,282.048,8813.0
MSMORC$,2018-12-17,4.422,673.353,285.069,8907.0
MSMORC$,2018-12-18,4.422,672.655,284.774,8898.0
MSMORC$,2018-12-19,4.422,674.919,285.732,8928.0
MSMORC$,2018-12-20,4.422,677.674,286.898,8965.0
MSMORC$,2018-12-21,4.422,677.348,286.761,8960.0
MSMORC$,2018-12-24,4.422,676.53,286.414,8949.0
MSMORC$,2018-12-25,4.422,678.27,287.151,8972.0
MSMORC$,2018-12-26,4.422,679.706,287.759,8991.0
MSMORC$,2018-12-27,4.422,677.703,286.911,8965.0
MSMORC$,2018-12-28,4.422,674.409,285.516,8921.0
MSMORC$,2018-12-31,4.357,681.685,288.596,9018.0
MSMORC$,2019-01-01,4.357,681.685,288.596,9018.0
MSMORC$,2019-01-02,4.357,673.706,285.219,8912.0
MSMORC$,2019-01-03,4.357,672.147,284.559,8891.0
MSMORC$,2019-01-04,4.357,671.532,284.298,8883.0
MSMORC$,2019-01-07,4.357,670.776,283.978,8873.0
MSMORC$,2019-01-08,4.357,668.745,283.119,8846.0
MSMORC$,2019-01-09,4.357,671.225,284.168,8879.0
MSMORC$,2019-01-10,4.357,672.169,284.568,8892.0
MSMORC$,2019-01-11,4.357,672.204,284.583,8892.0
MSMORC$,2019-01-14,4.357,665.16,281.601,8799.0
MSMORC$,2019-01-15,4.357,676.558,286.426,8950.0
MSMORC$,2019-01-16,4.357,669.129,283.281,8851.0
MSMORC$,2019-01-17,4.357,674.423,285.522,8922.0
MSMORC$,2019-01-18,4.357,674.936,285.739,8928.0
MSMORC$,2019-01-21,4.357,673.139,284.978,8905.0
MSMORC$,2019-01-22,4.357,677.663,286.894,8964.0
MSMORC$,2019-01-23,4.357,680.337,288.026,9000.0
MSMORC$,2019-01-24,4.357,681.938,288.704,9021.0
MSMORC$,2019-01-25,4.357,684.637,289.846,9057.0
MSMORC$,2019-01-28,4.357,686.483,290.628,9081.0
MSMORC$,2019-01-29,4.357,690.302,292.245,9132.0
MSMORC$,2019-01-30,4.357,693.457,293.58,9173.0
MSMORC$,2019-01-31,4.345,687.546,291.078,9095.0
MSMORC$,2019-02-01,4.345,688.432,291.453,9107.0
MSMORC$,2019-02-04,4.345,688.697,291.565,9110.0
MSMORC$,2019-02-05,4.345,687.425,291.027,9094.0
MSMORC$,2019-02-06,4.345,689.843,292.05,9125.0
MSMORC$,2019-02-07,4.345,684.354,289.726,9053.0
MSMORC$,2019-02-08,4.345,685.743,290.315,9071.0
MSMORC$,2019-02-11,4.345,685.896,290.379,9073.0
MSMORC$,2019-02-12,4.345,698.11,295.55,9235.0
MSMORC$,2019-02-13,4.345,694.159,293.878,9183.0
MSMORC$,2019-02-14,4.345,691.385,292.703,9146.0
MSMORC$,2019-02-15,4.345,685.508,290.215,9068.0
MSMORC$,2019-02-18,4.345,688.458,291.464,9107.0
MSMORC$,2019-02-19,4.345,691.927,292.933,9153.0
MSMORC$,2019-02-20,4.345,687.399,291.016,9093.0
MSMORC$,2019-02-21,4.345,685.168,290.071,9064.0
MSMORC$,2019-02-22,4.345,676.041,286.207,8943.0
MSMORC$,2019-02-25,4.345,671.612,284.332,8884.0
MSMORC$,2019-02-26,4.345,676.203,286.276,8945.0
MSMORC$,2019-02-27,4.345,671.49,284.28,8883.0
MSMORC$,2019-02-28,4.561,663.508,280.901,8777.0
MSMORC$,2019-03-01,4.561,665.727,281.841,9022.0
MSMORC$,2019-03-04,4.561,664.779,281.439,9009.0
MSMORC$,2019-03-05,4.561,662.757,280.583,8982.0
MSMORC$,2019-03-06,4.561,663.75,281.004,8995.0
MSMORC$,2019-03-07,4.561,657.805,278.487,8914.0
MSMORC$,2019-03-08,4.561,656.349,277.871,8895.0
MSMORC$,2019-03-11,4.561,654.649,277.151,8872.0
MSMORC$,2019-03-12,4.561,656.84,278.078,8901.0
MSMORC$,2019-03-13,4.561,656.669,278.006,8899.0
MSMORC$,2019-03-14,4.561,649.833,275.112,8806.0
MSMORC$,2019-03-15,4.561,648.842,274.692,8793.0
MSMORC$,2019-03-18,4.561,648.851,274.696,8793.0
MSMORC$,2019-03-19,4.561,659.092,279.032,8932.0
MSMORC$,2019-03-20,4.561,662.375,280.422,8976.0
MSMORC$,2019-03-21,4.561,665.861,281.898,9024.0
MSMORC$,2019-03-22,4.561,651.819,275.953,8833.0
MSMORC$,2019-03-25,4.561,654.71,277.176,8873.0
MSMORC$,2019-03-26,4.561,656.012,277.728,8890.0
MSMORC$,2019-03-27,4.561,653.461,276.648,8856.0
MSMORC$,2019-03-28,4.561,653.484,276.658,8856.0
MSMORC$,2019-03-29,4.678,641.69,271.665,8696.0
MSMORC$,2019-04-01,4.678,648.262,274.447,8785.0
MSMORC$,2019-04-02,4.678,652.747,276.346,8846.0
MSMORC$,2019-04-03,4.678,650.195,275.265,8811.0
MSMORC$,2019-04-04,4.678,649.345,274.905,8800.0
MSMORC$,2019-04-05,4.678,646.675,273.775,8764.0
MSMORC$,2019-04-08,4.678,656.172,277.796,8892.0
MSMORC$,2019-04-09,4.678,651.63,275.873,8831.0
MSMORC$,2019-04-10,4.678,650.541,275.412,8816.0
MSMORC$,2019-04-11,4.678,652.299,276.156,8840.0
MSMORC$,2019-04-12,4.678,656.602,277.978,8898.0
MSMORC$,2019-04-15,4.678,656.473,277.923,8896.0
MSMORC$,2019-04-16,4.678,657.821,278.494,8915.0
MSMORC$,2019-04-17,4.678,660.518,279.635,8951.0
MSMORC$,2019-04-18,4.678,657.159,278.213,8906.0
MSMORC$,2019-04-19,4.678,660.212,279.506,8947.0
MSMORC$,2019-04-22,4.678,663.048,280.707,8986.0
MSMORC$,2019-04-23,4.678,663.589,280.935,8993.0
MSMORC$,2019-04-24,4.678,658.84,278.925,8929.0
MSMORC$,2019-04-25,4.678,658.4,278.739,8923.0
MSMORC$,2019-04-26,4.678,659.246,279.097,8934.0
MSMORC$,2019-04-29,4.678,657.688,278.437,8913.0
MSMORC$,2019-04-30,4.578,663.767,281.011,8995.0
MSMORC$,2019-05-01,4.578,664.593,281.361,9006.0
MSMORC$,2019-05-02,4.578,662.157,280.329,8973.0
MSMORC$,2019-05-03,4.578,662.192,280.344,8974.0
MSMORC$,2019-05-06,4.578,662.166,280.333,8974.0
MSMORC$,2019-05-07,4.578,664.309,281.24,9003.0
MSMORC$,2019-05-08,4.578,666.371,282.113,9031.0
MSMORC$,2019-05-09,4.578,670.263,283.761,9083.0
MSMORC$,2019-05-10,4.578,670.465,283.847,9086.0
MSMORC$,2019-05-13,4.578,669.865,283.592,9078.0
MSMORC$,2019-05-14,4.578,671.132,284.129,9095.0
MSMORC$,2019-05-15,4.578,678.025,287.047,9189.0
MSMORC$,2019-05-16,4.578,680.89,288.26,9227.0
MSMORC$,2019-05-17,4.578,674.027,285.355,9134.0
MSMORC$,2019-05-20,4.578,674.905,285.726,9146.0
MSMORC$,2019-05-21,4.578,671.243,284.176,9097.0
MSMORC$,2019-05-22,4.578,669.903,283.609,9078.0
MSMORC$,2019-05-23,4.578,664.542,281.339,9006.0
MSMORC$,2019-05-24,4.578,662.599,276.644,8855.0
MSMORC$,2019-05-27,4.578,662.689,275.186,8809.0
MSMORC$,2019-05-28,4.578,668.306,277.519,8883.0
MSMORC$,2019-05-29,4.578,662.728,274.884,9313.0
MSMORC$,2019-05-30,4.578,660.763,274.068,9285.0
MSMORC$,2019-05-31,3.941,658.13,272.976,9248.0
MSMORC$,2019-06-03,3.941,660.913,274.131,9288.0
MSMORC$,2019-06-04,3.941,663.458,275.186,9323.0
MSMORC$,2019-06-05,3.941,664.486,275.613,9338.0
MSMORC$,2019-06-06,3.941,664.93,275.797,9344.0
MSMORC$,2019-06-07,3.941,667.299,276.779,9377.0
MSMORC$,2019-06-10,3.941,666.674,276.52,9369.0
MSMORC$,2019-06-11,3.941,669.446,277.67,9407.0
MSMORC$,2019-06-12,3.941,661.608,274.419,9297.0
MSMORC$,2019-06-13,3.941,661.019,274.175,9289.0
MSMORC$,2019-06-14,3.941,665.727,276.127,9355.0
MSMORC$,2019-06-17,3.941,684.612,283.961,9621.0
MSMORC$,2019-06-18,3.941,701.304,290.653,9847.0
MSMORC$,2019-06-19,3.941,704.919,292.152,9898.0
MSMORC$,2019-06-20,3.941,709.956,294.193,9967.0
MSMORC$,2019-06-21,3.941,706.656,291.244,10527.0
MSMORC$,2019-06-24,3.941,704.61,289.331,10458.0
MSMORC$,2019-06-25,3.941,700.674,287.714,10400.0
MSMORC$,2019-06-26,3.941,699.991,287.434,10390.0
MSMORC$,2019-06-27,3.941,700.321,286.78,10366.0
MSMORC$,2019-06-28,3.905,697.376,285.574,10323.0
MSMORC$,2019-07-01,3.905,693.699,284.068,9870.0
MSMORC$,2019-07-02,3.905,692.82,283.708,9857.0
MSMORC$,2019-07-03,3.905,699.713,286.531,9955.0
MSMORC$,2019-07-04,3.905,702.086,286.108,9940.0
MSMORC$,2019-07-05,3.905,696.432,283.804,9860.0
MSMORC$,2019-07-08,3.905,688.668,280.64,9750.0
MSMORC$,2019-07-09,3.905,694.441,282.993,9832.0
MSMORC$,2019-07-10,3.905,702.415,286.242,9945.0
MSMORC$,2019-07-11,3.905,701.207,285.75,9928.0
MSMORC$,2019-07-12,3.905,704.647,287.152,9977.0
MSMORC$,2019-07-15,3.905,705.114,287.342,9983.0
MSMORC$,2019-07-16,3.905,711.491,289.542,10060.0
MSMORC$,2019-07-17,3.905,721.065,293.439,10195.0
MSMORC$,2019-07-18,3.905,710.75,289.241,10049.0
MSMORC$,2019-07-19,3.905,717.18,291.858,10140.0
MSMORC$,2019-07-22,3.905,713.098,290.197,10083.0
MSMORC$,2019-07-23,3.905,714.503,290.768,10102.0
MSMORC$,2019-07-24,3.905,716.168,291.446,10126.0
MSMORC$,2019-07-25,3.905,720.08,293.038,10181.0
MSMORC$,2019-07-26,3.905,720.526,293.22,10188.0
MSMORC$,2019-07-29,3.905,722.174,293.89,10211.0
MSMORC$,2019-07-30,3.905,722.497,294.022,10215.0
MSMORC$,2019-07-31,3.802,725.312,295.167,10255.0
MSMORC$,2019-08-01,3.802,721.469,293.603,10201.0
MSMORC$,2019-08-02,3.802,725.453,295.224,10257.0
MSMORC$,2019-08-05,3.802,727.997,296.26,10293.0
MSMORC$,2019-08-06,3.802,727.446,296.036,10285.0
MSMORC$,2019-08-07,3.802,725.723,295.334,10261.0
MSMORC$,2019-08-08,3.802,725.691,295.321,10261.0
MSMORC$,2019-08-09,3.802,726.697,295.731,10275.0
MSMORC$,2019-08-12,3.802,727.455,296.039,10285.0
MSMORC$,2019-08-13,3.802,727.668,296.126,10289.0
MSMORC$,2019-08-14,3.802,724.683,294.911,10246.0
MSMORC$,2019-08-15,3.802,726.202,295.529,10268.0
MSMORC$,2019-08-16,3.802,725.327,295.173,10255.0
MSMORC$,2019-08-19,3.802,721.836,293.752,10206.0
MSMORC$,2019-08-20,3.802,721.344,293.552,10199.0
MSMORC$,2019-08-21,3.802,721.607,293.659,10203.0
MSMORC$,2019-08-22,3.802,721.491,293.612,10201.0
MSMORC$,2019-08-23,3.802,726.509,295.654,10272.0
MSMORC$,2019-08-26,3.802,728.968,296.655,10307.0
MSMORC$,2019-08-27,3.802,738.129,300.383,10436.0
MSMORC$,2019-08-28,3.802,734.12,298.752,10380.0
MSMORC$,2019-08-29,3.802,735.942,299.493,10405.0
MSMORC$,2019-08-30,3.775,728.807,296.59,10305.0
MSMORC$,2019-09-02,3.775,727.56,296.082,10287.0
MSMORC$,2019-09-03,3.775,724.184,294.708,10239.0
MSMORC$,2019-09-04,3.775,722.379,293.973,10214.0
MSMORC$,2019-09-05,3.775,723.964,294.619,10236.0
MSMORC$,2019-09-06,3.775,719.085,292.633,10167.0
MSMORC$,2019-09-09,3.775,718.92,292.566,10165.0
MSMORC$,2019-09-10,3.775,718.751,292.497,10162.0
MSMORC$,2019-09-11,3.775,715.781,291.289,10120.0
MSMORC$,2019-09-12,3.775,716.194,291.457,10126.0
MSMORC$,2019-09-13,3.775,718.934,292.572,10165.0
MSMORC$,2019-09-16,3.775,717.067,291.812,10139.0
MSMORC$,2019-09-17,3.775,716.998,291.784,10138.0
MSMORC$,2019-09-18,3.775,713.513,290.365,10088.0
MSMORC$,2019-09-19,3.775,711.915,289.715,10066.0
MSMORC$,2019-09-20,3.775,704.585,286.732,9962.0
MSMORC$,2019-09-23,3.775,706.9,287.674,9995.0
MSMORC$,2019-09-24,3.775,706.137,287.364,9984.0
MSMORC$,2019-09-25,3.775,706.117,287.356,9984.0
MSMORC$,2019-09-26,3.775,706.727,287.604,9992.0
MSMORC$,2019-09-27,3.775,708.542,288.343,10018.0
MSMORC$,2019-09-30,3.84,708.663,288.392,10020.0
MSMORC$,2019-10-01,3.84,708.96,288.513,10024.0
MSMORC$,2019-10-02,3.84,708.349,288.264,10015.0
MSMORC$,2019-10-03,3.84,708.292,288.241,10015.0
MSMORC$,2019-10-04,3.84,705.202,286.983,9971.0
MSMORC$,2019-10-07,3.84,706.187,287.384,9985.0
MSMORC$,2019-10-08,3.84,701.697,285.557,9921.0
MSMORC$,2019-10-09,3.84,700.371,285.017,9903.0
MSMORC$,2019-10-10,3.84,697.457,283.832,9861.0
MSMORC$,2019-10-11,3.84,703.405,286.252,9945.0
MSMORC$,2019-10-14,3.84,703.758,286.396,9950.0
MSMORC$,2019-10-15,3.84,704.802,286.82,9965.0
MSMORC$,2019-10-16,3.84,705.978,287.299,9982.0
MSMORC$,2019-10-17,3.84,711.27,289.452,10057.0
MSMORC$,2019-10-18,3.84,716.019,291.385,10124.0
MSMORC$,2019-10-21,3.84,715.103,291.012,10111.0
MSMORC$,2019-10-22,3.84,716.264,291.485,10127.0
MSMORC$,2019-10-23,3.84,717.388,291.942,10143.0
MSMORC$,2019-10-24,3.84,718.424,292.364,10158.0
MSMORC$,2019-10-25,3.84,716.271,291.488,10127.0
MSMORC$,2019-10-28,3.84,712.351,289.892,10072.0
MSMORC$,2019-10-29,3.84,712.742,290.052,10077.0
MSMORC$,2019-10-30,3.84,715.566,291.201,10117.0
MSMORC$,2019-10-31,3.865,714.061,290.588,10096.0
MSMORC$,2019-11-01,3.865,719.016,292.605,10166.0
MSMORC$,2019-11-04,3.865,716.604,291.623,10132.0
MSMORC$,2019-11-05,3.865,712.242,289.848,10070.0
MSMORC$,2019-11-06,3.865,712.138,289.806,10150.0
MSMORC$,2019-11-07,3.865,716.325,291.51,10210.0
MSMORC$,2019-11-08,3.865,714.548,290.787,10184.0
MSMORC$,2019-11-11,3.865,715.172,291.041,10193.0
MSMORC$,2019-11-12,3.865,712.095,289.788,10149.0
MSMORC$,2019-11-13,3.865,714.107,290.607,10178.0
MSMORC$,2019-11-14,3.865,713.435,290.334,10168.0
MSMORC$,2019-11-15,3.865,718.422,292.363,10240.0
MSMORC$,2019-11-18,3.865,719.536,292.817,10255.0
MSMORC$,2019-11-19,3.865,721.319,293.542,10281.0
MSMORC$,2019-11-20,3.865,720.129,293.058,10264.0
MSMORC$,2019-11-21,3.865,730.921,297.45,10418.0
MSMORC$,2019-11-22,3.865,732.983,298.289,10447.0
MSMORC$,2019-11-25,3.865,730.767,297.387,10415.0
MSMORC$,2019-11-26,3.865,732.567,298.119,10441.0
MSMORC$,2019-11-27,3.865,733.41,298.462,10453.0
MSMORC$,2019-11-28,3.865,732.327,298.022,10438.0
MSMORC$,2019-11-29,3.739,732.771,298.203,10444.0
MSMORC$,2019-12-02,3.739,729.866,297.021,10403.0
MSMORC$,2019-12-03,3.739,726.917,295.82,10361.0
MSMORC$,2019-12-04,3.739,727.395,296.015,10367.0
MSMORC$,2019-12-05,3.739,724.449,294.816,10325.0
MSMORC$,2019-12-06,3.739,725.709,295.329,10343.0
MSMORC$,2019-12-09,3.739,724.903,295.001,10332.0
MSMORC$,2019-12-10,3.739,729.813,296.999,10402.0
MSMORC$,2019-12-11,3.739,735.091,299.147,10477.0
MSMORC$,2019-12-12,3.739,737.143,299.982,10506.0
MSMORC$,2019-12-13,3.739,743.217,302.454,10593.0
MSMORC$,2019-12-16,3.739,740.036,301.159,10548.0
MSMORC$,2019-12-17,3.739,745.231,303.273,10622.0
MSMORC$,2019-12-18,3.739,744.87,303.126,10616.0
MSMORC$,2019-12-19,3.739,746.725,303.881,10643.0
MSMORC$,2019-12-20,3.739,752.656,306.295,10727.0
MSMORC$,2019-12-23,3.739,754.414,307.01,10752.0
MSMORC$,2019-12-24,3.739,758.192,308.548,10806.0
MSMORC$,2019-12-25,3.739,756.452,307.84,10782.0
MSMORC$,2019-12-26,3.739,751.938,306.003,10717.0
MSMORC$,2019-12-27,3.739,753.977,306.833,10746.0
MSMORC$,2019-12-30,3.739,754.193,306.92,10749.0
MSMORC$,2019-12-31,3.636,761.159,309.755,10849.0
MSMORC$,2020-01-01,3.636,761.159,309.755,10849.0
MSMORC$,2020-01-02,3.636,754.781,307.16,10758.0
MSMORC$,2020-01-03,3.636,756.232,307.75,10778.0
MSMORC$,2020-01-06,3.636,755.751,307.554,10772.0
MSMORC$,2020-01-07,3.636,754.308,306.967,10751.0
MSMORC$,2020-01-08,3.636,757.941,308.445,10803.0
MSMORC$,2020-01-09,3.636,770.379,313.507,10980.0
MSMORC$,2020-01-10,3.636,766.104,311.767,10919.0
MSMORC$,2020-01-13,3.636,763.68,310.781,10885.0
MSMORC$,2020-01-14,3.636,769.018,312.953,10961.0
MSMORC$,2020-01-15,3.636,769.707,313.234,10970.0
MSMORC$,2020-01-16,3.636,772.414,314.335,11009.0
MSMORC$,2020-01-17,3.636,772.607,314.414,11012.0
MSMORC$,2020-01-20,3.636,772.882,314.526,11016.0
MSMORC$,2020-01-21,3.636,776.136,315.85,11062.0
MSMORC$,2020-01-22,3.636,783.229,318.737,11163.0
MSMORC$,2020-01-23,3.636,776.918,316.168,11073.0
MSMORC$,2020-01-24,3.636,777.2,316.283,11077.0
MSMORC$,2020-01-27,3.636,777.317,316.331,11079.0
MSMORC$,2020-01-28,3.636,773.649,314.838,11027.0
MSMORC$,2020-01-29,3.636,772.861,314.517,11015.0
MSMORC$,2020-01-30,3.636,769.224,313.037,10964.0
MSMORC$,2020-01-31,3.551,776.234,315.89,11063.0
MSMORC$,2020-02-03,3.551,752.428,306.202,10724.0
MSMORC$,2020-02-04,3.551,754.609,307.089,10755.0
MSMORC$,2020-02-05,3.551,753.186,306.51,10735.0
MSMORC$,2020-02-06,3.551,741.346,301.692,10566.0
MSMORC$,2020-02-07,3.551,738.727,300.626,10529.0
MSMORC$,2020-02-10,3.551,741.299,301.673,10566.0
MSMORC$,2020-02-11,3.551,727.424,296.026,10368.0
MSMORC$,2020-02-12,3.551,726.93,295.826,10361.0
MSMORC$,2020-02-13,3.551,738.072,300.36,10520.0
MSMORC$,2020-02-14,3.551,748.876,304.756,10674.0
MSMORC$,2020-02-17,3.551,745.97,303.574,10632.0
MSMORC$,2020-02-18,3.551,740.794,301.467,10558.0
MSMORC$,2020-02-19,3.551,740.487,301.343,10554.0
MSMORC$,2020-02-20,3.551,741.572,301.784,10569.0
MSMORC$,2020-02-21,3.551,764.494,311.112,10896.0
MSMORC$,2020-02-24,3.551,757.489,308.261,10796.0
MSMORC$,2020-02-25,3.551,761.688,309.97,10856.0
MSMORC$,2020-02-26,3.551,759.739,309.177,10828.0
MSMORC$,2020-02-27,3.551,762.19,310.175,10863.0
MSMORC$,2020-02-28,3.64,755.301,307.371,10765.0
MSMORC$,2020-03-02,3.64,755.052,307.27,10762.0
MSMORC$,2020-03-03,3.64,741.427,301.725,10567.0
MSMORC$,2020-03-04,3.64,734.329,298.836,10466.0
MSMORC$,2020-03-05,3.64,731.609,297.73,10427.0
MSMORC$,2020-03-06,3.64,715.721,291.264,10201.0
MSMORC$,2020-03-09,3.64,678.751,276.219,9674.0
MSMORC$,2020-03-10,3.64,713.775,290.472,10173.0
MSMORC$,2020-03-11,3.64,704.572,286.727,10042.0
MSMORC$,2020-03-12,3.64,651.98,265.324,9293.0
MSMORC$,2020-03-13,3.64,650.339,264.657,9269.0
MSMORC$,2020-03-16,3.64,588.936,239.669,8394.0
MSMORC$,2020-03-17,3.64,562.963,229.099,8024.0
MSMORC$,2020-03-18,3.64,538.307,219.065,7672.0
MSMORC$,2020-03-19,3.64,554.532,225.668,7904.0
MSMORC$,2020-03-20,3.64,575.317,234.126,8200.0
MSMORC$,2020-03-23,3.64,599.561,243.993,8545.0
MSMORC$,2020-03-24,3.64,613.154,249.524,8739.0
MSMORC$,2020-03-25,3.64,595.143,242.194,8482.0
MSMORC$,2020-03-26,3.64,588.762,239.598,8391.0
MSMORC$,2020-03-27,3.64,582.781,237.164,8306.0
MSMORC$,2020-03-30,3.64,573.16,233.248,8169.0
MSMORC$,2020-03-31,4.626,563.428,229.288,8030.0
MSMORC$,2020-04-01,4.626,555.542,226.079,7918.0
MSMORC$,2020-04-02,4.626,548.248,223.111,7814.0
MSMORC$,2020-04-03,4.626,537.856,218.881,7666.0
MSMORC$,2020-04-06,4.626,527.45,214.647,7518.0
MSMORC$,2020-04-07,4.626,519.533,211.425,7405.0
MSMORC$,2020-04-08,4.626,528.069,214.899,7526.0
MSMORC$,2020-04-09,4.626,534.588,217.552,7619.0
MSMORC$,2020-04-10,4.626,539.523,219.56,7690.0
MSMORC$,2020-04-13,4.626,540.52,219.966,7704.0
MSMORC$,2020-04-14,4.626,540.375,219.907,7702.0
MSMORC$,2020-04-15,4.626,530.915,216.057,7567.0
MSMORC$,2020-04-16,4.626,529.207,215.362,7543.0
MSMORC$,2020-04-17,4.626,527.502,214.668,7518.0
MSMORC$,2020-04-20,4.626,538.524,219.153,7675.0
MSMORC$,2020-04-21,4.626,532.938,216.88,7596.0
MSMORC$,2020-04-22,4.626,534.586,217.551,7619.0
MSMORC$,2020-04-23,4.626,537.157,218.597,7656.0
MSMORC$,2020-04-24,4.626,538.303,219.063,7672.0
MSMORC$,2020-04-27,4.626,541.313,220.288,7715.0
MSMORC$,2020-04-28,4.626,549.874,223.772,7837.0
MSMORC$,2020-04-29,4.626,559.178,227.559,7970.0
MSMORC$,2020-04-30,4.714,567.272,230.853,8085.0
MSMORC$,2020-05-01,4.714,569.172,231.626,8112.0
MSMORC$,2020-05-04,4.714,567.872,231.096,8094.0
MSMORC$,2020-05-05,4.714,574.8,233.916,8192.0
MSMORC$,2020-05-06,4.714,577.282,234.926,8228.0
MSMORC$,2020-05-07,4.714,582.046,236.865,8296.0
MSMORC$,2020-05-08,4.714,573.945,233.568,8180.0
MSMORC$,2020-05-11,4.714,569.981,231.955,8124.0
MSMORC$,2020-05-12,4.714,560.786,228.213,7993.0
MSMORC$,2020-05-13,4.714,554.069,225.48,7897.0
MSMORC$,2020-05-14,4.714,558.591,227.32,7961.0
MSMORC$,2020-05-15,4.714,562.918,229.081,8023.0
MSMORC$,2020-05-18,4.714,574.676,233.866,8191.0
MSMORC$,2020-05-19,4.714,572.257,232.881,8156.0
MSMORC$,2020-05-20,4.714,575.267,234.106,8199.0
MSMORC$,2020-05-21,4.714,578.694,235.501,8248.0
MSMORC$,2020-05-22,4.714,580.053,236.054,8267.0
