,,DY,RI,PI,MV
MSMORC$,2020-05-25,4.714,582.075,236.877,8296.0
MSMORC$,2020-05-26,4.714,591.996,240.914,8438.0
MSMORC$,2020-05-27,4.714,598.215,243.445,8526.0
MSMORC$,2020-05-28,4.714,592.456,241.101,8444.0
MSMORC$,2020-05-29,4.194,594.3,241.852,8470.0
MSMORC$,2020-06-01,4.194,600.935,244.552,7805.0
MSMORC$,2020-06-02,4.194,608.123,247.477,7898.0
MSMORC$,2020-06-03,4.194,614.484,250.065,7981.0
MSMORC$,2020-06-04,4.194,621.135,252.772,8067.0
MSMORC$,2020-06-05,4.194,615.515,250.485,7994.0
MSMORC$,2020-06-08,4.194,616.628,250.938,8009.0
MSMORC$,2020-06-09,4.194,615.955,250.664,8000.0
MSMORC$,2020-06-10,4.194,613.38,248.443,7929.0
MSMORC$,2020-06-11,4.194,611.601,247.722,7906.0
MSMORC$,2020-06-12,4.194,602.336,243.97,7786.0
MSMORC$,2020-06-15,4.194,610.593,247.314,7893.0
MSMORC$,2020-06-16,4.194,613.904,248.655,7936.0
MSMORC$,2020-06-17,4.194,637.917,258.381,8246.0
MSMORC$,2020-06-18,4.194,634.181,256.868,8198.0
MSMORC$,2020-06-19,4.194,634.467,256.74,8194.0
MSMORC$,2020-06-22,4.194,639.083,258.609,8253.0
MSMORC$,2020-06-23,4.194,637.849,258.109,8238.0
MSMORC$,2020-06-24,4.194,631.952,255.723,8161.0
MSMORC$,2020-06-25,4.194,624.781,252.821,8069.0
MSMORC$,2020-06-26,4.194,615.41,249.029,7948.0
MSMORC$,2020-06-29,4.194,614.373,248.61,7934.0
MSMORC$,2020-06-30,3.53,620.578,251.12,8014.0
MSMORC$,2020-07-01,3.53,624.574,252.737,8066.0
MSMORC$,2020-07-02,3.53,623.486,252.297,8052.0
MSMORC$,2020-07-03,3.53,625.804,253.235,8082.0
MSMORC$,2020-07-06,3.53,626.287,253.431,8088.0
MSMORC$,2020-07-07,3.53,624.996,252.908,8072.0
MSMORC$,2020-07-08,3.53,626.12,253.363,8086.0
MSMORC$,2020-07-09,3.53,628.682,254.4,8119.0
MSMORC$,2020-07-10,3.53,623.7,252.384,8055.0
MSMORC$,2020-07-13,3.53,627.822,254.052,8108.0
MSMORC$,2020-07-14,3.53,628.951,254.259,8115.0
MSMORC$,2020-07-15,3.53,636.968,257.5,8218.0
MSMORC$,2020-07-16,3.53,639.736,258.619,8254.0
MSMORC$,2020-07-17,3.53,639.025,258.331,8245.0
MSMORC$,2020-07-20,3.53,639.074,258.351,8245.0
MSMORC$,2020-07-21,3.53,642.729,259.828,8292.0
MSMORC$,2020-07-22,3.53,643.682,260.214,8305.0
MSMORC$,2020-07-23,3.53,645.453,260.93,8328.0
MSMORC$,2020-07-24,3.53,645.728,261.041,8331.0
MSMORC$,2020-07-27,3.53,649.736,262.661,8383.0
MSMORC$,2020-07-28,3.53,649.826,262.697,8384.0
MSMORC$,2020-07-29,3.53,651.103,263.214,8400.0
MSMORC$,2020-07-30,3.53,651.654,263.436,8408.0
MSMORC$,2020-07-31,2.501,652.735,263.873,8422.0
MSMORC$,2020-08-03,2.501,648.201,258.778,8259.0
MSMORC$,2020-08-04,2.501,653.515,260.9,8327.0
MSMORC$,2020-08-05,2.501,661.474,264.077,8428.0
MSMORC$,2020-08-06,2.501,665.511,265.333,8468.0
MSMORC$,2020-08-07,2.501,663.896,264.689,8448.0
MSMORC$,2020-08-10,2.501,667.772,265.558,8475.0
MSMORC$,2020-08-11,2.501,668.29,265.764,8482.0
MSMORC$,2020-08-12,2.501,671.855,267.182,8527.0
MSMORC$,2020-08-13,2.501,675.843,268.768,8578.0
MSMORC$,2020-08-14,2.501,675.788,268.746,8577.0
MSMORC$,2020-08-17,2.501,676.804,269.15,8590.0
MSMORC$,2020-08-18,2.501,677.146,269.286,8594.0
MSMORC$,2020-08-19,2.501,675.069,268.46,8568.0
MSMORC$,2020-08-20,2.501,672.789,267.553,8539.0
MSMORC$,2020-08-21,2.501,670.694,266.72,8512.0
MSMORC$,2020-08-24,2.501,672.696,266.842,8516.0
MSMORC$,2020-08-25,2.501,674.154,267.421,8535.0
MSMORC$,2020-08-26,2.501,671.785,266.481,8505.0
MSMORC$,2020-08-27,2.501,664.586,263.625,8414.0
MSMORC$,2020-08-28,2.501,662.902,262.957,8392.0
MSMORC$,2020-08-31,2.525,672.595,266.802,8515.0
MSMORC$,2020-09-01,2.525,683.93,271.298,8658.0
MSMORC$,2020-09-02,2.525,679.503,269.543,8602.0
MSMORC$,2020-09-03,2.525,678.789,269.259,8593.0
MSMORC$,2020-09-04,2.525,671.794,266.485,8505.0
MSMORC$,2020-09-07,2.525,676.797,268.469,8568.0
MSMORC$,2020-09-08,2.525,671.122,266.218,8496.0
MSMORC$,2020-09-09,2.525,674.463,267.543,8539.0
MSMORC$,2020-09-10,2.525,678.571,269.173,8591.0
MSMORC$,2020-09-11,2.525,675.963,268.138,8558.0
MSMORC$,2020-09-14,2.525,670.022,265.782,8482.0
MSMORC$,2020-09-15,2.525,663.864,263.339,8404.0
MSMORC$,2020-09-16,2.525,661.652,262.461,8376.0
MSMORC$,2020-09-17,2.525,658.351,261.152,8335.0
MSMORC$,2020-09-18,2.525,659.844,261.744,8354.0
MSMORC$,2020-09-21,2.525,664.13,262.683,8384.0
MSMORC$,2020-09-22,2.525,663.15,262.296,8371.0
MSMORC$,2020-09-23,2.525,662.25,261.94,8360.0
MSMORC$,2020-09-24,2.525,652.903,258.243,8242.0
MSMORC$,2020-09-25,2.525,648.101,256.343,8181.0
MSMORC$,2020-09-28,2.525,652.249,257.984,8234.0
MSMORC$,2020-09-29,2.525,653.745,258.576,8252.0
MSMORC$,2020-09-30,2.568,655.16,259.136,8270.0
MSMORC$,2020-10-01,2.568,655.752,259.37,8278.0
MSMORC$,2020-10-02,2.568,662.203,261.921,8359.0
MSMORC$,2020-10-05,2.568,664.712,262.913,8391.0
MSMORC$,2020-10-06,2.568,670.19,265.08,8460.0
MSMORC$,2020-10-07,2.568,671.641,265.654,8478.0
MSMORC$,2020-10-08,2.568,669.047,264.628,8446.0
MSMORC$,2020-10-09,2.568,674.063,266.612,8509.0
MSMORC$,2020-10-12,2.568,673.981,266.58,8508.0
MSMORC$,2020-10-13,2.568,673.202,266.272,8498.0
MSMORC$,2020-10-14,2.568,688.012,272.129,8685.0
MSMORC$,2020-10-15,2.568,684.377,270.692,8639.0
MSMORC$,2020-10-16,2.568,681.689,269.628,8605.0
MSMORC$,2020-10-19,2.568,679.988,268.956,8584.0
MSMORC$,2020-10-20,2.568,683.787,270.458,8632.0
MSMORC$,2020-10-21,2.568,687.742,271.247,8657.0
MSMORC$,2020-10-22,2.568,689.779,272.05,8682.0
MSMORC$,2020-10-23,2.568,694.902,274.07,8747.0
MSMORC$,2020-10-26,2.568,694.627,273.962,8743.0
MSMORC$,2020-10-27,2.568,695.838,274.44,8759.0
MSMORC$,2020-10-28,2.568,696.487,274.695,8767.0
MSMORC$,2020-10-29,2.568,693.858,273.659,8734.0
MSMORC$,2020-10-30,2.718,692.783,273.235,8720.0
MSMORC$,2020-11-02,2.718,683.501,269.574,8603.0
MSMORC$,2020-11-03,2.718,686.67,270.824,8643.0
MSMORC$,2020-11-04,2.718,685.369,270.311,8627.0
MSMORC$,2020-11-05,2.718,690.318,272.263,8689.0
MSMORC$,2020-11-06,2.718,692.184,272.998,8713.0
MSMORC$,2020-11-09,2.718,704.614,277.901,8869.0
MSMORC$,2020-11-10,2.718,707.879,279.188,8910.0
MSMORC$,2020-11-11,2.718,703.681,277.533,8857.0
MSMORC$,2020-11-12,2.718,708.109,279.279,8913.0
MSMORC$,2020-11-13,2.718,713.062,281.233,8976.0
MSMORC$,2020-11-16,2.718,717.641,283.039,9033.0
MSMORC$,2020-11-17,2.718,720.361,284.111,9067.0
MSMORC$,2020-11-18,2.718,720.515,284.172,9069.0
MSMORC$,2020-11-19,2.718,722.728,285.045,9097.0
MSMORC$,2020-11-20,2.718,732.702,288.979,9223.0
MSMORC$,2020-11-23,2.718,732.93,289.069,9226.0
MSMORC$,2020-11-24,2.718,741.567,292.475,9334.0
MSMORC$,2020-11-25,2.718,747.601,294.855,9410.0
MSMORC$,2020-11-26,2.718,740.769,292.16,9324.0
MSMORC$,2020-11-27,2.718,731.703,288.585,9210.0
MSMORC$,2020-11-30,2.587,739.502,291.661,9308.0
MSMORC$,2020-12-01,2.587,738.896,291.422,9301.0
MSMORC$,2020-12-02,2.587,740.85,292.192,9325.0
MSMORC$,2020-12-03,2.587,746.858,294.562,9401.0
MSMORC$,2020-12-04,2.587,747.025,294.628,9403.0
MSMORC$,2020-12-07,2.587,748.069,295.04,9416.0
MSMORC$,2020-12-08,2.587,749.056,295.429,9429.0
MSMORC$,2020-12-09,2.587,753.004,296.986,9478.0
MSMORC$,2020-12-10,2.587,753.911,297.344,9490.0
MSMORC$,2020-12-11,2.587,773.719,305.156,9739.0
MSMORC$,2020-12-14,2.587,773.137,304.926,9732.0
MSMORC$,2020-12-15,2.587,775.184,305.734,9757.0
MSMORC$,2020-12-16,2.587,782.402,308.581,9848.0
MSMORC$,2020-12-17,2.587,793.792,313.073,9992.0
MSMORC$,2020-12-18,2.587,789.507,311.383,9938.0
MSMORC$,2020-12-21,2.587,760.656,300.004,9575.0
MSMORC$,2020-12-22,2.587,768.789,303.211,9677.0
MSMORC$,2020-12-23,2.587,773.149,304.931,9732.0
MSMORC$,2020-12-24,2.587,770.94,304.06,9704.0
MSMORC$,2020-12-25,2.587,764.012,301.328,9617.0
MSMORC$,2020-12-28,2.587,765.874,302.062,9640.0
MSMORC$,2020-12-29,2.587,764.343,301.458,9621.0
MSMORC$,2020-12-30,2.587,767.881,302.853,9666.0
MSMORC$,2020-12-31,3.176,776.665,305.321,9744.0
MSMORC$,2021-01-01,3.176,776.665,305.321,9744.0
MSMORC$,2021-01-04,3.176,782.548,307.633,9818.0
MSMORC$,2021-01-05,3.176,779.58,305.461,9749.0
MSMORC$,2021-01-06,3.176,777.281,304.561,9720.0
MSMORC$,2021-01-07,3.176,783.137,306.855,9793.0
MSMORC$,2021-01-08,3.176,781.055,306.039,9767.0
MSMORC$,2021-01-11,3.176,780.161,305.689,9756.0
MSMORC$,2021-01-12,3.176,780.688,305.895,9763.0
MSMORC$,2021-01-13,3.176,776.15,304.118,9706.0
MSMORC$,2021-01-14,3.176,781.075,306.047,9767.0
MSMORC$,2021-01-15,3.176,782.766,306.71,9789.0
MSMORC$,2021-01-18,3.176,785.251,307.684,9820.0
MSMORC$,2021-01-19,3.176,787.103,308.409,9843.0
MSMORC$,2021-01-20,3.176,785.784,307.893,9826.0
MSMORC$,2021-01-21,3.176,788.695,309.033,9863.0
MSMORC$,2021-01-22,3.176,793.031,310.732,9917.0
MSMORC$,2021-01-25,3.176,796.535,312.105,9961.0
MSMORC$,2021-01-26,3.176,803.239,314.732,10045.0
MSMORC$,2021-01-27,3.176,799.773,313.374,10001.0
MSMORC$,2021-01-28,3.176,797.405,312.446,9972.0
MSMORC$,2021-01-29,3.098,794.211,311.194,9932.0
MSMORC$,2021-02-01,3.098,792.409,310.488,9909.0
MSMORC$,2021-02-02,3.098,795.862,311.841,9952.0
MSMORC$,2021-02-03,3.098,798.703,312.955,9988.0
MSMORC$,2021-02-04,3.098,797.007,312.29,9967.0
MSMORC$,2021-02-05,3.098,795.858,311.84,9952.0
MSMORC$,2021-02-08,3.098,799.585,313.3,9999.0
MSMORC$,2021-02-09,3.098,795.8,311.817,9952.0
MSMORC$,2021-02-10,3.098,790.388,309.696,9884.0
MSMORC$,2021-02-11,3.098,792.693,310.6,9913.0
MSMORC$,2021-02-12,3.098,787.17,308.435,9844.0
MSMORC$,2021-02-15,3.098,785.92,307.946,9828.0
MSMORC$,2021-02-16,3.098,792.766,310.628,9914.0
MSMORC$,2021-02-17,3.098,784.955,307.568,9816.0
MSMORC$,2021-02-18,3.098,790.872,309.886,9890.0
MSMORC$,2021-02-19,3.098,782.69,306.68,9788.0
MSMORC$,2021-02-22,3.098,780.667,305.887,9762.0
MSMORC$,2021-02-23,3.098,774.044,303.292,9680.0
MSMORC$,2021-02-24,3.098,765.296,299.864,9570.0
MSMORC$,2021-02-25,3.098,775.827,303.991,9702.0
MSMORC$,2021-02-26,3.199,772.184,302.564,9656.0
MSMORC$,2021-03-01,3.199,770.252,301.807,9652.0
MSMORC$,2021-03-02,3.199,772.492,302.684,9680.0
MSMORC$,2021-03-03,3.199,769.523,301.521,9643.0
MSMORC$,2021-03-04,3.199,769.243,301.411,9640.0
MSMORC$,2021-03-05,3.199,762.702,298.848,9558.0
MSMORC$,2021-03-08,3.199,759.67,297.66,9520.0
MSMORC$,2021-03-09,3.199,763.367,299.109,9566.0
MSMORC$,2021-03-10,3.199,762.726,298.857,9558.0
MSMORC$,2021-03-11,3.199,766.755,300.436,9608.0
MSMORC$,2021-03-12,3.199,769.94,301.684,9648.0
MSMORC$,2021-03-15,3.199,770.423,301.874,9654.0
MSMORC$,2021-03-16,3.199,776.135,304.112,9726.0
MSMORC$,2021-03-17,3.199,781.708,306.295,9796.0
MSMORC$,2021-03-18,3.199,776.93,304.423,9736.0
MSMORC$,2021-03-19,3.199,774.99,303.663,9712.0
MSMORC$,2021-03-22,3.199,774.189,303.349,9702.0
MSMORC$,2021-03-23,3.199,768.817,301.244,9634.0
MSMORC$,2021-03-24,3.199,767.728,300.818,9621.0
MSMORC$,2021-03-25,3.199,771.169,302.166,9664.0
MSMORC$,2021-03-26,3.199,771.976,302.482,9674.0
MSMORC$,2021-03-29,3.199,770.592,301.94,9656.0
MSMORC$,2021-03-30,3.199,771.57,302.323,9669.0
MSMORC$,2021-03-31,3.163,769.508,301.515,9643.0
MSMORC$,2021-04-01,3.163,773.978,303.266,9699.0
MSMORC$,2021-04-02,3.163,775.138,303.721,9713.0
MSMORC$,2021-04-05,3.163,773.084,302.916,9688.0
MSMORC$,2021-04-06,3.163,775.214,303.751,9714.0
MSMORC$,2021-04-07,3.163,778.226,304.931,9752.0
MSMORC$,2021-04-08,3.163,782.006,306.412,9800.0
MSMORC$,2021-04-09,3.163,782.117,306.455,9801.0
MSMORC$,2021-04-12,3.163,787.222,308.456,9865.0
MSMORC$,2021-04-13,3.163,785.97,307.965,9849.0
MSMORC$,2021-04-14,3.163,788.652,309.016,9883.0
MSMORC$,2021-04-15,3.163,789.885,309.499,9898.0
MSMORC$,2021-04-16,3.163,792.419,310.492,9930.0
MSMORC$,2021-04-19,3.163,792.574,310.553,9932.0
MSMORC$,2021-04-20,3.163,796.662,312.155,9983.0
MSMORC$,2021-04-21,3.163,794.916,311.47,9961.0
MSMORC$,2021-04-22,3.163,796.104,311.936,9976.0
MSMORC$,2021-04-23,3.163,798.578,312.906,10007.0
MSMORC$,2021-04-26,3.163,798.443,312.853,10005.0
MSMORC$,2021-04-27,3.163,798.852,313.013,10011.0
MSMORC$,2021-04-28,3.163,800.356,313.602,10029.0
MSMORC$,2021-04-29,3.163,801.147,313.912,10039.0
MSMORC$,2021-04-30,3.21,798.332,312.809,10004.0
MSMORC$,2021-05-03,3.21,805.873,314.531,10059.0
MSMORC$,2021-05-04,3.21,810.735,316.429,10120.0
MSMORC$,2021-05-05,3.21,813.411,317.473,10153.0
MSMORC$,2021-05-06,3.21,821.197,320.512,10250.0
MSMORC$,2021-05-07,3.21,822.241,320.92,10263.0
MSMORC$,2021-05-10,3.21,825.298,322.113,10302.0
MSMORC$,2021-05-11,3.21,818.55,319.479,10217.0
MSMORC$,2021-05-12,3.21,820.056,320.067,10236.0
MSMORC$,2021-05-13,3.21,820.463,320.226,10241.0
MSMORC$,2021-05-14,3.21,823.907,321.57,10284.0
MSMORC$,2021-05-17,3.21,833.766,325.418,10407.0
MSMORC$,2021-05-18,3.21,836.824,326.611,10445.0
MSMORC$,2021-05-19,3.21,837.473,326.865,10454.0
MSMORC$,2021-05-20,3.21,826.059,322.41,10311.0
MSMORC$,2021-05-21,3.21,837.226,324.27,10371.0
MSMORC$,2021-05-24,3.21,834.791,323.327,10340.0
MSMORC$,2021-05-25,3.21,835.471,323.59,10349.0
MSMORC$,2021-05-26,3.21,828.404,323.351,10341.0
MSMORC$,2021-05-27,3.21,826.31,322.534,10315.0
MSMORC$,2021-05-28,3.21,831.343,324.499,10255.0
MSMORC$,2021-05-31,3.329,829.469,323.767,10232.0
MSMORC$,2021-06-01,3.329,835.44,326.098,10306.0
MSMORC$,2021-06-02,3.329,841.715,328.547,10383.0
MSMORC$,2021-06-03,3.329,846.298,330.023,10430.0
MSMORC$,2021-06-04,3.329,845.15,329.575,10416.0
MSMORC$,2021-06-07,3.329,846.168,329.973,10428.0
MSMORC$,2021-06-08,3.329,844.413,329.288,10407.0
MSMORC$,2021-06-09,3.329,842.607,328.584,10385.0
MSMORC$,2021-06-10,3.329,842.371,328.492,10382.0
MSMORC$,2021-06-11,3.329,845.417,329.68,10419.0
MSMORC$,2021-06-14,3.329,856.629,334.052,10557.0
MSMORC$,2021-06-15,3.329,851.137,331.91,10490.0
MSMORC$,2021-06-16,3.329,849.386,331.227,10468.0
MSMORC$,2021-06-17,3.329,841.498,328.151,10371.0
MSMORC$,2021-06-18,3.329,838.373,326.933,10332.0
MSMORC$,2021-06-21,3.329,847.372,330.201,10436.0
MSMORC$,2021-06-22,3.329,842.501,328.303,10376.0
MSMORC$,2021-06-23,3.329,845.954,329.649,10418.0
MSMORC$,2021-06-24,3.329,841.06,327.741,10358.0
MSMORC$,2021-06-25,3.329,839.724,327.221,10341.0
MSMORC$,2021-06-28,3.329,843.094,328.534,10383.0
MSMORC$,2021-06-29,3.329,838.951,326.92,10332.0
MSMORC$,2021-06-30,3.278,837.195,326.235,10310.0
MSMORC$,2021-07-01,3.278,837.953,326.531,10320.0
MSMORC$,2021-07-02,3.278,836.362,325.911,10300.0
MSMORC$,2021-07-05,3.278,831.904,322.538,10193.0
MSMORC$,2021-07-06,3.278,826.185,319.044,10083.0
MSMORC$,2021-07-07,3.278,830.182,319.724,10105.0
MSMORC$,2021-07-08,3.278,833.396,320.961,10144.0
MSMORC$,2021-07-09,3.278,831.416,320.199,10120.0
MSMORC$,2021-07-12,3.278,830.115,319.698,10104.0
MSMORC$,2021-07-13,3.278,827.189,318.571,10068.0
MSMORC$,2021-07-14,3.278,822.096,316.61,10006.0
MSMORC$,2021-07-15,3.278,823.201,316.308,9997.0
MSMORC$,2021-07-16,3.278,823.721,316.508,10003.0
MSMORC$,2021-07-19,3.278,822.799,316.154,9992.0
MSMORC$,2021-07-20,3.278,821.014,315.468,9970.0
MSMORC$,2021-07-21,3.278,822.531,316.051,9988.0
MSMORC$,2021-07-22,3.278,822.219,315.931,9985.0
MSMORC$,2021-07-23,3.278,825.535,317.205,10025.0
MSMORC$,2021-07-26,3.278,826.456,317.559,10036.0
MSMORC$,2021-07-27,3.278,828.046,318.17,10055.0
MSMORC$,2021-07-28,3.278,829.841,318.859,10077.0
MSMORC$,2021-07-29,3.278,836.75,321.514,10161.0
MSMORC$,2021-07-30,3.211,835.865,321.174,10150.0
MSMORC$,2021-08-02,3.211,848.368,325.978,10302.0
MSMORC$,2021-08-03,3.211,847.262,325.553,10289.0
MSMORC$,2021-08-04,3.211,844.442,324.47,10255.0
MSMORC$,2021-08-05,3.211,846.27,325.172,10277.0
MSMORC$,2021-08-06,3.211,846.683,325.331,10282.0
MSMORC$,2021-08-09,3.211,846.174,324.451,10254.0
MSMORC$,2021-08-10,3.211,845.745,324.286,10249.0
MSMORC$,2021-08-11,3.211,849.416,325.694,10293.0
MSMORC$,2021-08-12,3.211,847.028,324.778,10264.0
MSMORC$,2021-08-13,3.211,855.287,327.945,10364.0
MSMORC$,2021-08-16,3.211,855.192,327.909,10363.0
MSMORC$,2021-08-17,3.211,855.551,328.046,10368.0
MSMORC$,2021-08-18,3.211,851.776,326.599,10322.0
MSMORC$,2021-08-19,3.211,852.281,326.792,10328.0
MSMORC$,2021-08-20,3.211,850.826,326.235,10310.0
MSMORC$,2021-08-23,3.211,860.805,330.061,10431.0
MSMORC$,2021-08-24,3.211,862.753,330.808,10455.0
MSMORC$,2021-08-25,3.211,858.274,329.09,10401.0
MSMORC$,2021-08-26,3.211,860.86,330.082,10432.0
MSMORC$,2021-08-27,3.211,869.523,333.404,10537.0
MSMORC$,2021-08-30,3.211,869.95,333.567,10542.0
MSMORC$,2021-08-31,2.823,862.83,330.837,10456.0
MSMORC$,2021-09-01,2.823,865.537,331.875,10489.0
MSMORC$,2021-09-02,2.823,866.686,332.316,10502.0
MSMORC$,2021-09-03,2.823,871.947,334.333,10566.0
MSMORC$,2021-09-06,2.823,869.165,330.767,10454.0
MSMORC$,2021-09-07,2.823,870.905,331.429,10474.0
MSMORC$,2021-09-08,2.823,872.589,332.07,10495.0
MSMORC$,2021-09-09,2.823,890.968,339.064,10716.0
MSMORC$,2021-09-10,2.823,883.768,336.324,10629.0
MSMORC$,2021-09-13,2.823,881.429,335.434,10601.0
MSMORC$,2021-09-14,2.823,884.098,336.45,10633.0
MSMORC$,2021-09-15,2.823,884.272,336.516,10635.0
MSMORC$,2021-09-16,2.823,882.783,335.949,10617.0
MSMORC$,2021-09-17,2.823,888.729,338.212,10689.0
MSMORC$,2021-09-20,2.823,883.396,336.183,10625.0
MSMORC$,2021-09-21,2.823,883.659,336.283,10628.0
MSMORC$,2021-09-22,2.823,886.936,337.53,10667.0
MSMORC$,2021-09-23,2.823,895.311,340.717,10768.0
MSMORC$,2021-09-24,2.823,899.055,342.142,10813.0
MSMORC$,2021-09-27,2.823,898.592,341.965,10807.0
MSMORC$,2021-09-28,2.823,903.06,343.666,10861.0
MSMORC$,2021-09-29,2.823,901.288,342.991,10840.0
MSMORC$,2021-09-30,2.696,898.826,342.055,10810.0
MSMORC$,2021-10-01,2.696,893.121,339.883,10742.0
MSMORC$,2021-10-04,2.696,893.602,340.067,10747.0
MSMORC$,2021-10-05,2.696,888.601,338.163,10687.0
MSMORC$,2021-10-06,2.696,888.149,337.991,10682.0
MSMORC$,2021-10-07,2.696,889.73,338.593,10701.0
MSMORC$,2021-10-08,2.696,896.167,341.043,10778.0
MSMORC$,2021-10-11,2.696,892.487,339.642,10734.0
MSMORC$,2021-10-12,2.696,891.689,339.339,10724.0
MSMORC$,2021-10-13,2.696,894.005,340.22,10752.0
MSMORC$,2021-10-14,2.696,903.136,343.695,10862.0
MSMORC$,2021-10-15,2.696,904.407,344.179,10877.0
MSMORC$,2021-10-18,2.696,902.719,343.536,10857.0
MSMORC$,2021-10-19,2.696,902.321,343.385,10852.0
MSMORC$,2021-10-20,2.696,902.416,343.421,10853.0
MSMORC$,2021-10-21,2.696,905.234,344.493,10887.0
MSMORC$,2021-10-22,2.696,903.796,343.946,10870.0
MSMORC$,2021-10-25,2.696,903.282,343.75,10864.0
MSMORC$,2021-10-26,2.696,921.707,350.762,11085.0
MSMORC$,2021-10-27,2.696,918.254,349.448,11044.0
MSMORC$,2021-10-28,2.696,926.445,352.565,11142.0
MSMORC$,2021-10-29,2.639,917.653,349.219,11037.0
MSMORC$,2021-11-01,2.639,911.65,346.935,10965.0
MSMORC$,2021-11-02,2.639,919.47,349.911,11059.0
MSMORC$,2021-11-03,2.639,918.494,349.54,11047.0
MSMORC$,2021-11-04,2.639,911.908,347.033,10968.0
MSMORC$,2021-11-05,2.639,903.459,343.818,10866.0
MSMORC$,2021-11-08,2.639,908.713,345.817,10929.0
MSMORC$,2021-11-09,2.639,905.217,344.487,10887.0
MSMORC$,2021-11-10,2.639,899.275,342.225,10816.0
MSMORC$,2021-11-11,2.639,897.786,341.659,10798.0
MSMORC$,2021-11-12,2.639,891.924,339.428,10727.0
MSMORC$,2021-11-15,2.639,888.978,338.307,10692.0
MSMORC$,2021-11-16,2.639,886.124,337.221,10658.0
MSMORC$,2021-11-17,2.639,882.795,335.954,10617.0
MSMORC$,2021-11-18,2.639,884.056,336.434,10633.0
MSMORC$,2021-11-19,2.639,885.344,336.924,10648.0
MSMORC$,2021-11-22,2.639,883.459,336.206,10625.0
MSMORC$,2021-11-23,2.639,883.784,336.33,10629.0
MSMORC$,2021-11-24,2.639,882.796,335.954,10617.0
MSMORC$,2021-11-25,2.639,878.871,334.461,10570.0
MSMORC$,2021-11-26,2.639,874.856,332.933,10522.0
MSMORC$,2021-11-29,2.639,866.444,329.731,10421.0
MSMORC$,2021-11-30,2.752,860.327,327.404,10347.0
MSMORC$,2021-12-01,2.752,872.277,331.951,10525.0
MSMORC$,2021-12-02,2.752,876.551,333.578,10577.0
MSMORC$,2021-12-03,2.752,873.202,332.303,10536.0
MSMORC$,2021-12-06,2.752,874.081,332.638,10547.0
MSMORC$,2021-12-07,2.752,873.918,332.576,10545.0
MSMORC$,2021-12-08,2.752,878.611,334.361,10602.0
MSMORC$,2021-12-09,2.752,876.113,333.411,10572.0
MSMORC$,2021-12-10,2.752,884.161,336.474,10669.0
MSMORC$,2021-12-13,2.752,878.939,334.487,10606.0
MSMORC$,2021-12-14,2.752,879.141,334.563,10608.0
MSMORC$,2021-12-15,2.752,876.196,333.442,10573.0
MSMORC$,2021-12-16,2.752,877.62,333.984,10590.0
MSMORC$,2021-12-17,2.752,876.743,333.651,10579.0
MSMORC$,2021-12-20,2.752,873.432,332.391,10539.0
MSMORC$,2021-12-21,2.752,871.028,331.476,10510.0
MSMORC$,2021-12-22,2.752,871.031,331.477,10510.0
MSMORC$,2021-12-23,2.752,872.652,332.094,10530.0
MSMORC$,2021-12-24,2.752,869.627,330.943,10493.0
MSMORC$,2021-12-27,2.752,867.549,330.152,10468.0
MSMORC$,2021-12-28,2.752,871.382,331.61,10514.0
MSMORC$,2021-12-29,2.752,883.937,336.388,10666.0
MSMORC$,2021-12-30,2.752,883.684,336.292,10663.0
MSMORC$,2021-12-31,2.695,880.635,335.132,10626.0
MSMORC$,2022-01-03,2.695,874.344,332.738,10550.0
MSMORC$,2022-01-04,2.695,872.547,332.054,10528.0
MSMORC$,2022-01-05,2.695,873.783,332.524,10543.0
MSMORC$,2022-01-06,2.695,877.714,334.02,10591.0
MSMORC$,2022-01-07,2.695,886.473,337.354,10697.0
MSMORC$,2022-01-10,2.695,884.202,336.489,10669.0
MSMORC$,2022-01-11,2.695,886.021,337.182,10691.0
MSMORC$,2022-01-12,2.695,890.675,338.953,10747.0
MSMORC$,2022-01-13,2.695,896.137,341.031,10813.0
MSMORC$,2022-01-14,2.695,908.385,345.692,10961.0
MSMORC$,2022-01-17,2.695,904.129,344.073,10910.0
MSMORC$,2022-01-18,2.695,897.844,341.681,10834.0
MSMORC$,2022-01-19,2.695,893.203,339.915,10778.0
MSMORC$,2022-01-20,2.695,895.737,340.879,10808.0
MSMORC$,2022-01-21,2.695,896.723,341.254,10820.0
MSMORC$,2022-01-24,2.695,891.218,339.159,10754.0
MSMORC$,2022-01-25,2.695,886.176,337.241,10693.0
MSMORC$,2022-01-26,2.695,886.215,337.256,10693.0
MSMORC$,2022-01-27,2.695,880.352,335.024,10623.0
MSMORC$,2022-01-28,2.695,882.051,335.671,10643.0
MSMORC$,2022-01-31,2.616,890.346,338.828,10743.0
MSMORC$,2022-02-01,2.616,889.852,338.64,10737.0
MSMORC$,2022-02-02,2.616,897.065,341.385,10824.0
MSMORC$,2022-02-03,2.616,904.799,344.328,10918.0
MSMORC$,2022-02-04,2.616,906.045,344.802,10933.0
MSMORC$,2022-02-07,2.616,902.941,343.621,10895.0
MSMORC$,2022-02-08,2.616,905.26,344.503,10923.0
MSMORC$,2022-02-09,2.616,902.828,343.577,10894.0
MSMORC$,2022-02-10,2.616,906.736,345.065,10941.0
MSMORC$,2022-02-11,2.616,900.918,342.851,10871.0
MSMORC$,2022-02-14,2.616,890.116,338.74,10740.0
